TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,29880,0,0,0,1,1,0,129,4,0,3,7,11,24614.00,39737.00,15,0,0,5,7,0.62,0.67,0,0,1,0.61,0,0,0.64
0,29890,1,1,0,4,2,5,46,7,0,2,9,10,26251.00,34977.00,14,0,0,4,6,0.75,0.88,0,0,0,0.63,0,0,0.90
0,29898,0,0,0,0,12,0,164,5,0,3,4,6,29693.00,40043.00,15,1,0,2,3,0.74,0.58,0,0,1,0.32,0,0,0.67
0,29938,0,0,0,2,1,1,108,13,0,0,3,7,19900.00,44785.00,6,2,1,2,3,0.44,0.60,0,1,4,0.70,1,1,0.43
0,30029,0,0,0,4,1,3,147,4,0,3,10,14,17197.00,65005.00,22,0,0,1,3,0.26,0.78,0,0,1,0.61,0,0,0.71
0,30066,0,0,0,1,0,1,65,7,0,1,2,2,0.00,700.00,4,1,1,,,0.00,0.40,0,1,1,0.40,1,1,1.00
0,30090,1,1,0,6,1,1,146,3,1,2,3,5,7680.00,8904.00,6,0,0,1,2,0.86,0.71,0,0,0,0.71,1,0,0.60
0,30114,0,0,0,2,1,0,251,15,0,0,5,17,37831.00,70961.00,23,2,1,5,7,0.53,0.67,2,1,3,0.63,1,2,0.29
0,30144,0,0,0,2,0,4,162,4,0,2,6,13,26634.00,58241.00,31,0,0,4,6,0.46,0.57,1,0,0,0.37,0,0,0.46
0,30193,0,0,0,1,6,0,212,80,0,0,0,4,0.00,10969.00,7,4,3,,,0.00,0.17,0,3,6,0.33,3,3,0.00
0,30279,0,0,0,1,1,5,312,6,0,4,8,22,67275.00,142306.00,27,0,0,4,7,0.47,0.89,0,0,0,0.81,0,0,0.36
0,30366,2,0,0,1,1,2,207,9,0,2,2,7,1000.00,5574.00,8,6,5,2,3,0.18,0.25,0,5,9,0.44,5,5,0.29
1,30380,0,0,0,3,1,3,109,3,1,1,1,7,3719.00,11528.00,8,3,2,1,2,0.32,0.23,2,4,6,0.54,4,5,0.14
0,30396,0,0,0,1,4,1,221,2,1,4,6,15,35385.00,61537.00,19,0,0,4,5,0.58,0.82,0,0,0,0.68,0,0,0.40
0,30443,7,7,0,2,2,1,73,9,0,3,4,6,4618.00,16503.00,7,0,0,2,3,0.28,0.75,0,0,0,0.75,7,0,0.67
1,30445,0,0,0,5,0,7,393,13,0,0,2,11,30920.00,52290.00,36,1,1,2,4,0.59,0.45,0,1,1,0.29,1,1,0.18
1,30532,0,0,0,3,0,3,107,13,0,0,5,14,58795.00,66406.00,28,0,0,10,11,0.89,0.62,0,0,0,0.48,0,0,0.36
0,30571,16,14,0,5,1,7,117,21,0,0,1,2,4156.00,5368.00,6,5,1,1,1,0.77,0.31,2,1,8,0.15,10,2,0.50
0,30579,0,0,0,1,2,0,266,18,0,0,2,11,15155.00,29210.00,21,2,1,3,3,0.52,0.75,0,1,6,0.46,1,1,0.18
0,30606,0,0,0,2,1,1,37,5,0,2,3,4,2085.00,7069.00,4,0,0,0,0,0.29,0.75,0,0,0,1.00,0,0,0.75
1,30856,0,0,0,2,0,9,113,6,0,4,7,23,41382.00,67192.00,36,0,0,12,19,0.62,0.67,2,0,1,0.64,0,1,0.30
0,30857,0,0,0,2,1,4,396,7,0,8,15,22,26958.00,88574.00,33,0,0,5,6,0.30,0.79,0,0,0,0.67,0,0,0.68
0,30878,2,2,0,1,1,1,86,1,1,3,6,11,10766.00,12600.00,12,0,0,6,7,0.85,0.79,0,0,1,0.79,1,0,0.55
1,30917,0,0,0,9,1,6,282,5,0,4,6,18,35205.00,46981.00,33,3,1,6,9,0.75,0.44,3,5,8,0.44,5,5,0.33
0,31014,0,0,0,0,21,0,46,19,0,0,3,3,5156.00,13442.00,5,0,0,0,0,0.38,0.80,0,0,0,0.60,0,0,1.00
0,31084,0,0,0,2,2,3,55,9,0,2,3,4,37909.00,39967.00,4,0,0,2,4,0.95,1.00,0,0,0,1.00,0,0,0.75
0,31142,0,0,0,7,1,7,132,3,1,3,8,14,65538.00,92248.00,23,0,0,4,5,0.71,0.62,0,0,0,0.54,0,0,0.57
0,31175,0,0,0,0,13,3,93,4,0,1,8,18,49539.00,68362.00,41,0,0,7,11,0.72,0.66,1,0,0,0.44,0,0,0.44
0,31252,5,4,0,6,1,9,124,5,0,4,4,4,14258.00,21251.00,18,0,0,1,2,0.67,0.44,0,0,3,0.22,3,0,1.00
0,31259,1,1,0,0,13,2,165,8,0,1,3,4,7541.00,12195.00,6,1,1,1,2,0.62,0.33,2,1,2,0.44,2,2,0.75
0,31317,3,3,0,7,1,3,117,12,0,2,3,7,6351.00,17956.00,10,4,4,2,3,0.35,0.35,3,5,7,0.41,7,5,0.43
0,31343,2,1,0,2,2,1,292,7,0,2,4,6,7291.00,7719.00,12,0,0,4,4,0.94,0.50,1,0,1,0.43,1,0,0.67
0,31362,3,2,0,5,1,5,245,30,0,0,0,5,26791.00,45605.00,14,0,0,1,3,0.59,0.36,2,2,5,0.36,5,3,0.00
0,31421,2,2,0,5,0,5,235,2,1,1,3,5,26.00,9402.00,18,1,0,0,0,0.00,0.38,0,0,3,0.24,2,0,0.60
0,31530,1,1,0,3,1,7,219,10,0,1,2,2,8038.00,8668.00,12,1,0,1,1,0.93,0.29,0,2,4,0.14,2,2,1.00
0,31570,0,0,0,2,0,0,135,11,0,1,4,13,59919.00,96487.00,19,0,0,4,5,0.62,0.52,3,0,1,0.62,0,1,0.31
0,31609,3,3,0,9,0,3,202,14,0,0,2,7,19331.00,31003.00,16,5,1,1,3,0.62,0.17,3,1,5,0.30,4,3,0.29
0,31623,3,0,0,12,0,12,112,7,0,2,3,5,7551.00,8056.00,8,1,0,4,4,0.94,0.60,0,0,2,0.50,1,0,0.60
0,31626,0,0,0,7,2,9,215,5,0,1,4,11,22342.00,28614.00,20,0,0,7,8,0.78,0.73,0,0,0,0.50,0,0,0.36
0,31635,0,0,0,3,1,0,307,11,0,1,3,12,43717.00,80666.00,18,0,0,4,7,0.54,0.67,3,0,0,0.67,0,0,0.25
0,31712,0,0,0,0,,0,339,13,0,0,4,11,20626.00,30720.00,16,1,0,5,6,0.67,0.50,3,1,1,0.61,1,1,0.36
0,31731,4,1,0,1,4,3,315,5,0,2,5,5,15958.00,19149.00,8,3,0,4,5,0.83,0.50,0,0,4,0.42,0,0,1.00
0,31783,0,0,0,0,15,0,237,2,1,2,6,7,5654.00,11380.00,20,0,0,2,4,0.50,0.67,2,0,2,0.33,0,1,0.86
0,31784,1,1,0,2,5,6,209,9,0,2,2,5,6954.00,16447.00,19,0,0,1,1,0.42,0.63,0,0,0,0.26,1,0,0.40
1,31948,0,0,0,7,1,12,150,1,1,4,9,9,43478.00,53607.00,18,0,0,5,5,0.81,0.50,3,1,4,0.41,1,1,1.00
0,32011,0,0,0,1,1,0,83,15,0,0,1,5,19988.00,22671.00,12,0,0,3,4,0.88,0.58,0,0,0,0.42,0,0,0.20
0,32037,1,0,0,2,2,1,78,78,0,0,0,0,0.00,0.00,4,1,0,0,0,0.00,0.40,0,0,1,0.00,0,0,0.00
0,32110,0,0,0,4,1,3,279,2,2,4,4,15,51459.00,61343.00,26,0,0,8,10,0.84,0.44,3,0,1,0.47,0,1,0.27
0,32156,0,0,0,2,2,6,129,10,0,1,2,4,1969.00,7810.00,6,1,2,1,1,0.25,0.57,0,2,3,0.57,2,2,0.50
0,32184,0,0,0,1,6,1,159,15,0,0,2,11,43483.00,65648.00,26,0,0,4,7,0.66,0.44,0,2,2,0.41,2,2,0.18
0,32264,1,0,0,0,,0,163,6,0,2,2,4,570.00,921.00,3,1,1,1,1,0.62,0.75,0,1,1,1.00,2,1,0.50
0,32266,1,0,0,3,3,7,139,3,1,6,10,10,45669.00,55772.00,22,0,0,7,8,0.82,0.80,0,0,0,0.40,0,0,1.00
0,32384,0,0,0,2,1,2,235,8,0,1,3,17,55547.00,63314.00,25,0,0,9,11,0.88,0.81,0,0,0,0.65,0,0,0.18
0,32540,1,1,0,2,1,5,112,3,1,1,3,5,10046.00,11168.00,10,0,0,3,4,0.90,0.62,1,0,0,0.38,1,0,0.60
1,32553,0,0,0,0,,0,190,24,0,0,1,11,11966.00,16962.00,22,0,0,5,7,0.71,0.57,3,1,5,0.48,1,5,0.09
0,32568,0,0,0,6,1,3,93,17,0,0,1,6,8241.00,10455.00,10,0,0,3,4,0.79,0.80,0,0,1,0.60,0,0,0.17
1,32615,0,0,0,9,1,12,270,13,0,0,2,9,28859.00,39039.00,13,1,0,2,4,0.74,0.38,3,0,4,0.56,0,2,0.22
0,32627,3,0,0,1,5,0,75,15,0,0,4,11,76973.00,89005.00,17,0,0,5,7,0.86,0.65,0,0,0,0.65,2,0,0.36
1,32691,0,0,0,0,,0,245,27,0,0,0,8,21620.00,25326.00,7,2,1,5,5,0.85,0.33,2,4,5,0.67,4,5,0.00
0,32789,1,1,0,0,15,1,144,16,0,0,1,6,13888.00,18558.00,14,0,0,2,2,0.75,0.57,3,0,3,0.43,1,3,0.17
0,32822,0,0,0,6,1,9,110,9,0,3,9,13,43555.00,59215.00,30,0,0,6,6,0.74,0.60,0,0,0,0.43,0,0,0.69
0,32882,0,0,0,0,15,0,263,7,0,1,2,8,12449.00,17670.00,19,0,0,4,4,0.70,0.67,0,0,0,0.38,0,0,0.25
0,32892,9,8,0,3,1,1,144,19,0,0,1,2,0.00,5922.00,3,2,1,0,0,0.00,0.40,0,1,2,0.40,1,1,0.50
0,32919,2,2,0,6,0,18,132,3,1,4,8,12,26231.00,46673.00,25,3,1,3,3,0.56,0.53,0,1,4,0.38,1,1,0.67
0,32937,5,4,0,7,1,4,114,5,0,4,9,7,18253.00,24716.00,16,0,0,3,6,0.74,0.32,0,0,2,0.32,1,0,1.29
1,33041,0,0,0,1,3,0,24,19,0,0,3,3,5725.00,5310.00,1,2,2,3,3,1.08,0.33,0,2,2,1.00,2,2,1.00
0,33070,0,0,0,2,1,1,292,5,0,8,11,35,77793.00,271036.00,41,1,0,2,3,0.29,0.70,2,0,1,0.70,0,1,0.31
1,33096,0,0,0,2,2,3,72,17,0,0,2,5,31128.00,40006.00,4,1,1,3,4,0.78,0.17,2,1,2,0.83,1,2,0.40
0,33334,0,0,0,0,9,1,117,9,0,1,4,13,31592.00,32461.00,21,0,0,11,12,0.97,0.68,0,0,0,0.59,0,0,0.31
0,33351,0,0,0,8,1,4,93,2,2,6,7,9,31134.00,39210.00,10,0,0,4,4,0.79,0.69,0,0,0,0.69,0,0,0.78
0,33367,3,3,0,8,1,21,161,2,1,2,3,3,17495.00,21892.00,8,0,0,2,3,0.80,0.44,0,0,0,0.33,1,0,1.00
0,33391,2,2,0,1,1,3,176,4,0,2,3,3,5275.00,7868.00,10,0,0,1,1,0.67,0.36,0,0,1,0.27,1,0,1.00
0,33405,0,0,0,0,,0,165,11,0,1,1,7,1383.00,8387.00,11,0,0,1,1,0.16,0.64,0,0,0,0.64,0,0,0.14
0,33418,1,0,0,1,3,2,168,11,0,2,2,9,829.00,5525.00,13,8,7,1,1,0.15,0.09,3,9,11,0.41,10,11,0.22
0,33454,0,0,0,3,1,4,218,12,0,1,1,2,0.00,300.00,3,0,0,,,0.00,1.00,0,0,0,0.67,0,0,0.50
0,33519,3,3,0,1,1,1,377,2,2,5,12,20,30502.00,42453.00,38,3,0,5,8,0.72,0.62,0,3,3,0.44,6,3,0.60
0,33524,0,0,0,0,8,2,133,8,0,1,1,8,20935.00,28540.00,21,2,0,3,4,0.73,0.21,3,0,2,0.33,0,1,0.13
0,33533,0,0,0,1,5,2,193,4,0,2,4,8,15788.00,26970.00,20,0,0,2,4,0.59,0.60,0,0,0,0.40,0,0,0.50
0,33536,0,0,0,0,,0,279,4,0,1,3,19,24983.00,94028.00,26,0,0,1,1,0.27,0.79,0,0,0,0.66,0,0,0.16
0,33554,2,1,0,1,3,1,195,3,1,2,11,9,5481.00,10516.00,27,2,1,6,6,0.52,0.50,3,1,5,0.26,1,1,1.22
1,33713,2,2,0,8,1,5,171,42,0,0,0,8,5960.00,11379.00,15,4,2,1,3,0.52,0.15,3,2,8,0.40,4,5,0.00
0,33748,2,1,0,5,1,8,49,10,0,1,10,18,94889.00,97763.00,18,0,0,12,13,0.97,0.59,0,0,0,0.62,1,0,0.56
0,33826,0,0,0,1,1,4,361,9,0,2,5,13,33389.00,65728.00,21,0,0,2,4,0.51,0.64,0,0,1,0.59,0,0,0.38
1,33828,0,0,0,4,1,7,176,4,0,7,17,26,62359.00,117515.00,40,0,0,9,9,0.53,0.65,2,0,1,0.57,0,1,0.65
0,33950,0,0,0,2,1,1,387,17,0,0,3,11,9838.00,37668.00,18,0,0,1,3,0.26,0.67,0,0,0,0.61,0,0,0.27
0,33965,2,1,0,2,0,0,115,6,0,1,4,2,0.00,0.00,17,0,0,,,0.00,0.28,2,2,4,0.11,3,3,2.00
0,33985,1,1,0,3,2,5,108,7,0,1,2,6,18783.00,34240.00,14,0,0,2,3,0.55,0.71,0,0,0,0.43,1,0,0.33
0,33996,0,0,0,0,,0,100,100,0,0,0,1,2023.00,2520.00,1,0,0,1,1,0.80,0.00,0,1,1,1.00,1,1,0.00
0,34030,0,0,0,2,2,1,325,9,0,1,5,15,25669.00,68648.00,30,0,0,1,2,0.37,0.53,0,0,0,0.50,0,0,0.33
0,34035,0,0,0,4,1,7,40,3,1,5,7,6,3449.00,10956.00,9,0,0,1,1,0.31,1.00,0,0,0,0.67,0,0,1.17
0,34041,4,1,0,0,9,1,102,4,0,2,4,6,16532.00,23238.00,11,1,0,2,3,0.71,0.75,0,0,1,0.50,0,0,0.67
0,34058,0,0,0,0,10,0,91,6,0,5,11,6,12398.00,17603.00,24,0,0,1,2,0.70,0.68,0,0,0,0.21,0,0,1.83
0,34106,0,0,0,6,1,1,53,13,0,0,1,11,41911.00,69757.00,13,0,0,2,4,0.60,0.92,0,0,0,0.85,0,0,0.09
0,34107,3,3,0,4,0,4,55,9,0,1,2,2,8053.00,9193.00,2,1,1,2,2,0.88,0.67,0,1,1,0.67,4,1,1.00
0,34124,0,0,0,2,0,1,195,12,0,1,4,9,29376.00,43269.00,12,0,0,3,3,0.68,0.36,3,0,1,0.64,0,0,0.44
0,34168,0,0,0,3,0,0,218,19,0,0,1,6,8900.00,40305.00,10,0,0,0,0,0.22,0.64,1,0,0,0.55,0,0,0.17
1,34289,2,2,0,5,1,1,44,10,0,1,2,2,3584.00,3000.00,2,1,1,1,1,1.19,0.33,0,1,1,0.67,1,1,1.00
1,34343,0,0,0,6,1,6,285,3,1,1,3,5,10913.00,20643.00,10,2,1,2,2,0.53,0.20,0,1,6,0.33,1,1,0.60
0,34371,0,0,0,2,1,2,197,3,1,3,4,5,6926.00,10236.00,12,0,0,2,3,0.68,0.25,2,0,3,0.31,0,1,0.80
0,34380,0,0,0,1,4,1,20,20,0,0,1,0,,,1,0,0,,,,1.00,0,0,0,0.00,0,0,0.00
0,34396,0,0,0,0,18,1,135,18,0,0,3,9,14979.00,28531.00,13,0,0,2,4,0.53,0.85,0,0,0,0.69,0,0,0.33
0,34484,0,0,0,1,6,1,133,27,0,0,0,4,840.00,1876.00,6,3,2,1,1,0.45,0.30,0,3,3,0.40,3,3,0.00
1,34499,0,0,0,3,1,4,106,24,0,0,1,4,17270.00,37094.00,10,3,3,0,1,0.47,0.29,2,3,4,0.29,3,4,0.25
0,34545,0,0,0,7,1,5,188,2,1,7,13,15,22611.00,47309.00,29,0,0,4,5,0.48,0.71,0,0,0,0.48,0,0,0.87
0,34618,0,0,0,0,8,3,91,28,0,0,0,7,9755.00,12281.00,15,0,0,4,4,0.79,0.17,3,0,0,0.39,0,0,0.00
0,34653,1,0,0,7,1,4,113,51,0,0,0,3,28079.00,43701.00,5,0,0,0,2,0.64,0.80,0,0,0,0.60,0,0,0.00
0,34662,3,0,0,4,2,1,268,32,0,0,0,1,127.00,300.00,5,4,1,0,0,0.42,0.11,0,1,5,0.11,1,1,0.00
0,34669,0,0,0,6,2,6,203,5,0,7,10,18,29831.00,34606.00,15,3,1,13,15,0.86,0.62,3,2,3,0.86,2,3,0.56
0,34753,0,0,0,3,1,21,231,1,1,5,8,16,30961.00,59518.00,30,0,0,2,3,0.52,0.55,1,0,0,0.48,0,0,0.50
0,34828,0,0,0,3,2,2,107,2,2,5,8,6,13377.00,18724.00,16,0,0,2,2,0.71,0.67,0,0,1,0.29,0,0,1.33
0,34973,0,0,0,2,1,3,136,9,0,2,5,5,20829.00,31448.00,9,1,0,0,2,0.66,0.80,0,0,1,0.50,0,0,1.00
0,35028,1,1,0,4,2,8,278,3,1,4,10,21,44186.00,71425.00,27,0,0,8,11,0.62,0.76,0,0,3,0.72,0,0,0.48
0,35075,3,3,0,16,0,16,134,3,1,4,4,6,36595.00,39564.00,12,0,0,5,6,0.93,0.38,1,0,0,0.38,1,0,0.67
0,35139,1,1,0,1,5,0,94,16,0,0,4,16,19244.00,37657.00,18,0,0,5,6,0.51,0.89,0,0,0,0.84,0,0,0.25
0,35193,2,2,0,1,1,1,234,76,0,0,0,6,1312.00,3170.00,9,1,0,1,1,0.41,0.36,2,2,6,0.55,2,3,0.00
0,35241,3,3,0,2,5,1,193,20,0,0,1,8,31494.00,30845.00,22,1,0,6,6,1.02,0.15,3,2,8,0.30,5,4,0.13
1,35314,0,0,0,6,1,6,329,1,1,6,10,15,32974.00,33371.00,20,2,0,10,11,0.99,0.55,2,1,3,0.48,1,2,0.67
1,35365,2,1,0,2,2,5,252,11,0,1,1,10,18937.00,40676.00,7,7,3,2,5,0.47,0.05,3,7,14,0.53,9,9,0.10
0,35369,0,0,0,2,2,3,452,18,0,0,4,11,34376.00,54719.00,23,0,0,7,7,0.63,0.52,1,0,1,0.48,0,0,0.36
0,35446,0,0,0,1,1,2,310,35,0,0,0,2,1123.00,12664.00,2,0,0,0,0,0.09,0.00,2,1,3,0.67,1,2,0.00
0,35481,0,0,0,2,2,1,173,2,1,1,3,4,1789.00,3000.00,17,0,0,0,1,0.60,0.39,0,0,4,0.22,0,0,0.75
1,35524,0,0,0,0,,0,134,11,0,1,5,8,27710.00,36667.00,15,6,1,4,7,0.76,0.12,3,4,11,0.31,4,8,0.63
0,35537,0,0,0,4,1,12,107,2,1,8,13,12,17547.00,28354.00,15,1,0,6,8,0.62,0.67,0,0,2,0.57,0,0,1.08
0,35562,12,4,0,2,1,7,132,4,0,5,6,6,5396.00,6260.00,12,3,2,3,3,0.86,0.40,0,2,4,0.40,3,2,1.00
0,35794,0,0,0,1,1,1,280,14,0,0,5,12,17446.00,40778.00,18,0,0,3,4,0.43,0.50,3,0,3,0.67,0,2,0.42
0,35813,0,0,0,3,1,1,211,9,0,2,3,15,28368.00,45049.00,26,0,0,8,8,0.63,0.67,0,0,0,0.56,0,0,0.20
0,35854,0,0,0,0,9,5,172,9,0,2,8,8,19458.00,44484.00,19,0,0,1,3,0.44,0.65,0,0,0,0.40,0,0,1.00
1,35981,1,1,0,5,1,10,86,3,1,1,2,4,23963.00,32942.00,3,1,0,2,2,0.73,0.17,3,0,2,0.67,1,2,0.50
0,36365,0,0,0,5,1,5,289,4,0,3,8,15,51652.00,86592.00,30,0,0,6,8,0.60,0.61,0,0,0,0.48,0,0,0.53
0,36375,2,2,0,1,4,3,187,3,2,4,6,14,49286.00,60937.00,29,2,0,7,7,0.81,0.39,3,2,5,0.42,4,5,0.43
1,36495,0,0,0,8,1,7,163,5,0,2,2,8,13563.00,16040.00,15,0,0,3,5,0.85,0.47,2,0,4,0.53,0,1,0.25
0,36497,1,1,0,3,0,3,165,53,0,0,0,10,6811.00,14591.00,15,6,3,3,3,0.47,0.23,3,6,15,0.45,6,11,0.00
0,36511,0,0,0,1,1,1,266,14,0,0,1,8,5284.00,13506.00,13,0,0,1,2,0.39,0.62,0,0,1,0.62,0,0,0.13
1,36517,0,0,0,1,5,1,107,7,0,1,1,8,27981.00,29835.00,12,0,0,5,6,0.94,0.36,3,0,0,0.57,0,0,0.13
0,36542,0,0,0,2,3,5,238,27,0,0,0,3,4788.00,20082.00,15,0,0,1,1,0.24,0.12,3,0,3,0.18,0,0,0.00
1,36619,1,1,0,4,4,2,161,6,0,2,4,18,63800.00,84422.00,29,0,0,8,13,0.76,0.44,3,0,3,0.53,0,2,0.22
0,36656,0,0,0,0,,0,185,4,0,3,7,17,25350.00,81368.00,28,0,0,1,4,0.31,0.61,1,0,0,0.55,0,0,0.41
1,36785,0,0,0,7,0,7,158,17,0,0,3,7,27288.00,35693.00,23,2,0,3,5,0.76,0.13,3,2,5,0.23,2,4,0.43
1,36788,0,0,0,0,,0,273,5,0,1,2,16,78533.00,87254.00,17,3,0,9,11,0.90,0.36,3,2,3,0.64,2,2,0.13
0,36851,0,0,0,1,2,0,118,18,0,0,2,4,4701.00,19600.00,8,0,0,1,1,0.24,0.67,2,0,1,0.44,0,1,0.50
0,36978,0,0,0,3,3,0,354,14,0,0,2,5,22268.00,24851.00,6,0,0,3,4,0.90,0.57,1,0,0,0.71,0,0,0.40
0,37091,1,0,0,6,1,10,119,15,0,0,5,6,11409.00,16451.00,10,0,0,3,5,0.69,0.36,3,0,2,0.55,0,2,0.83
0,37118,2,1,0,2,2,4,159,4,0,3,6,8,20262.00,30391.00,13,1,1,4,4,0.67,0.47,0,1,3,0.53,2,1,0.75
0,37252,0,0,0,0,,0,158,10,0,3,5,15,22057.00,91228.00,27,0,0,2,2,0.24,0.68,0,0,0,0.54,0,0,0.33
0,37343,0,0,0,0,,0,334,22,0,0,1,8,20004.00,30080.00,12,0,0,3,3,0.67,0.75,0,0,0,0.67,0,0,0.13
0,37472,1,1,0,1,5,0,110,1,1,6,8,9,12267.00,13062.00,9,0,0,7,8,0.94,0.90,0,0,0,0.90,1,0,0.89
0,37507,0,0,0,11,2,5,155,5,0,3,8,14,36461.00,84775.00,23,0,0,3,3,0.43,0.76,0,0,0,0.56,0,0,0.57
0,37547,0,0,0,3,1,2,197,3,1,3,3,10,29908.00,57464.00,18,0,0,3,4,0.52,0.38,3,0,0,0.42,0,0,0.30
0,37569,0,0,0,1,0,1,175,3,1,1,1,2,417.00,352.00,0,2,2,2,2,1.18,0.00,0,2,2,0.50,2,2,0.50
0,37816,0,0,0,2,1,1,189,1,2,3,7,21,29379.00,57054.00,31,0,0,5,7,0.51,0.58,0,0,0,0.55,0,0,0.33
0,37838,0,0,0,5,3,3,325,6,0,3,3,4,5141.00,12129.00,8,0,0,0,1,0.42,0.75,0,0,0,0.50,0,0,0.75
0,37852,0,0,0,5,0,5,132,4,0,2,3,13,38832.00,56758.00,19,0,0,7,11,0.68,0.79,0,0,0,0.68,0,0,0.23
0,37911,4,4,0,6,1,4,439,10,0,2,3,3,5654.00,11842.00,5,0,0,1,1,0.48,0.57,0,0,0,0.43,4,0,1.00
0,37946,1,1,0,0,8,2,165,7,0,1,2,7,9183.00,13345.00,9,4,2,2,2,0.69,0.20,0,4,6,0.47,4,4,0.29
0,37985,0,0,0,3,4,6,98,4,0,3,4,5,22083.00,24342.00,12,0,0,4,4,0.91,0.62,0,0,0,0.38,0,0,0.80
0,38022,0,0,0,0,14,0,118,21,0,0,1,7,34858.00,62615.00,8,0,0,1,5,0.56,0.70,1,0,0,0.70,0,0,0.14
0,38039,0,0,0,6,0,2,37,9,0,1,1,3,8315.00,16949.00,3,0,0,0,1,0.49,1.00,0,0,0,1.00,0,0,0.33
0,38064,0,0,0,3,1,1,208,16,0,0,1,3,4504.00,16010.00,12,1,0,0,0,0.28,0.15,2,0,1,0.23,0,1,0.33
0,38262,0,0,0,5,2,3,333,7,0,5,8,12,19429.00,29131.00,11,0,0,4,4,0.67,0.92,0,0,0,1.00,0,0,0.67
0,38292,1,1,0,0,23,0,108,4,0,2,3,7,11027.00,18804.00,10,0,0,2,2,0.59,0.50,2,1,2,0.70,1,2,0.43
0,38320,0,0,0,3,0,15,191,4,0,3,7,12,23715.00,35259.00,31,1,0,4,8,0.67,0.54,0,0,1,0.32,0,0,0.58
0,38321,1,0,0,2,2,0,132,7,0,3,7,8,5368.00,14153.00,19,0,0,1,2,0.38,0.57,0,0,0,0.38,0,0,0.88
0,38481,6,2,0,5,0,2,109,5,0,4,4,7,21455.00,27465.00,6,3,2,3,5,0.78,0.33,3,2,4,0.78,5,2,0.57
0,38492,1,0,0,6,0,6,163,3,1,1,1,3,16356.00,16886.00,16,2,0,2,2,0.97,0.30,2,0,12,0.15,0,1,0.33
0,38493,7,2,0,1,2,3,150,7,0,5,5,4,10775.00,11190.00,18,1,0,1,1,0.96,0.50,2,0,3,0.20,6,1,1.25
0,38504,0,0,0,4,0,2,340,16,0,0,2,14,19699.00,57577.00,19,0,0,1,2,0.34,0.81,2,0,1,0.67,0,1,0.14
0,38880,1,1,0,1,2,1,296,2,1,1,3,18,33586.00,51800.00,38,1,0,7,8,0.65,0.41,3,1,5,0.44,2,1,0.17
0,38900,0,0,0,0,16,2,218,17,0,0,1,6,5745.00,24618.00,12,0,0,0,0,0.23,0.58,0,0,0,0.50,0,0,0.17
0,38907,3,2,0,7,2,6,73,17,0,0,1,2,1453.00,1611.00,3,1,1,2,2,0.90,0.20,0,2,2,0.40,4,2,0.50
1,38914,0,0,0,3,0,0,320,6,0,1,6,6,11040.00,10035.00,8,19,15,3,3,1.10,0.03,2,19,24,0.18,19,20,1.00
1,38998,0,0,0,2,1,2,189,9,0,1,4,14,61279.00,73460.00,28,0,0,10,10,0.83,0.53,2,0,1,0.47,0,1,0.29
0,39021,0,0,0,3,1,1,222,6,0,3,4,8,18590.00,46316.00,16,0,0,3,4,0.40,0.81,0,0,0,0.50,0,0,0.50
0,39057,0,0,0,3,1,1,60,7,0,1,1,2,300.00,900.00,3,1,0,0,1,0.33,0.40,0,0,1,0.40,0,0,0.50
0,39190,24,20,0,24,0,15,293,61,0,0,0,2,0.00,79.00,3,2,1,,,0.00,0.40,0,1,2,0.40,10,1,0.00
0,39200,0,0,0,4,1,2,100,10,0,2,4,5,11398.00,13336.00,12,0,0,4,4,0.85,0.46,0,0,0,0.38,0,0,0.80
0,39224,0,0,0,4,0,2,210,131,0,0,0,1,3062.00,5712.00,1,0,0,0,1,0.54,0.00,0,0,0,0.50,0,0,0.00
1,39331,2,2,0,9,0,7,49,5,0,6,10,11,11611.00,18579.00,15,0,0,4,7,0.63,0.88,0,0,0,0.69,1,0,0.91
0,39361,0,0,0,2,1,4,127,1,1,1,3,6,42927.00,59573.00,5,0,0,1,3,0.72,0.83,0,0,0,1.00,0,0,0.50
0,39389,0,0,0,0,7,2,265,7,0,3,6,11,40977.00,54341.00,13,0,0,5,6,0.75,0.75,2,0,1,0.69,0,1,0.55
0,39393,4,1,0,11,0,22,136,2,1,9,10,8,44205.00,49326.00,14,2,1,6,7,0.90,0.58,2,3,5,0.42,7,4,1.25
1,39463,3,2,0,8,1,4,290,5,0,1,1,3,10321.00,11889.00,7,1,1,1,1,0.87,0.22,1,1,6,0.33,2,1,0.33
0,39466,1,1,0,2,1,1,252,13,0,0,2,8,23775.00,61321.00,20,0,0,1,1,0.39,0.65,0,0,0,0.40,0,0,0.25
0,39481,1,1,0,0,8,1,94,8,0,2,3,7,25482.00,31522.00,15,3,1,3,3,0.81,0.56,0,1,5,0.39,2,1,0.43
1,39549,0,0,0,3,1,0,170,5,0,1,4,5,2781.00,21571.00,14,0,0,2,2,0.13,0.44,2,1,2,0.31,1,2,0.80
